id,edad_cliente,genero_cliente,ingresos,puntos,tiempo_membresia,num_compras,categoria_preferida,ultima_compra
67,36,Femenino,127346,75,5,7,Electrónica,33598
68,43,Femenino,87807,52,9,41,Ropa,9508
69,32,Masculino,135861,88,5,16,Electrónica,10333
70,49,Femenino,40936,32,9,49,Deportes,49562
71,23,Femenino,66376,60,1,18,Electrónica,7773
72,58,Femenino,56120,30,3,50,Alimentos,88023
73,31,Femenino,112452,21,1,5,Alimentos,55221
74,38,Femenino,102944,63,8,9,Hogar,9269
75,58,Femenino,143037,56,8,42,Alimentos,5757
76,60,Femenino,131101,68,8,28,Hogar,52295
77,49,Masculino,30708,4,1,36,Alimentos,990
78,32,Femenino,44048,20,7,10,Ropa,4155
79,30,Otro,95501,27,3,14,Alimentos,47625
80,68,Otro,45092,54,4,40,Electrónica,7386
81,65,Otro,117157,90,9,39,Electrónica,81236
82,36,Femenino,148542,60,1,17,Alimentos,1566
83,36,Femenino,99427,94,8,15,Deportes,26504
84,56,Masculino,58971,77,9,35,Electrónica,1316
85,19,Masculino,101100,43,3,14,Ropa,39236
86,31,Otro,61849,24,6,31,Hogar,1208
87,59,Masculino,47990,3,10,48,Hogar,75592
88,31,Masculino,55100,20,7,31,Deportes,5984
89,18,Otro,105470,8,7,4,Ropa,74618
90,45,Otro,63381,80,4,8,Hogar,75424
91,32,Otro,92089,16,1,47,Hogar,20986
92,39,Otro,104031,67,6,28,Hogar,93036
93,65,Masculino,62792,83,8,11,Electrónica,23058
94,46,Otro,113116,7,10,13,Ropa,19055
95,30,Otro,75926,97,10,19,Deportes,67087
96,23,Masculino,108480,46,10,21,Ropa,37731
97,63,Otro,102834,31,7,20,Electrónica,58257
98,49,Masculino,46695,99,9,26,Ropa,6747
99,21,Otro,105024,45,3,32,Deportes,79584
100,26,Femenino,59496,58,2,50,Ropa,2333
101,40,Femenino,115569,1,2,5,Alimentos,24191
102,18,Masculino,49346,70,7,38,Alimentos,12714
103,19,Masculino,75430,50,7,32,Ropa,53251
104,60,Femenino,142407,4,2,1,Deportes,2958
105,20,Otro,34982,7,2,45,Ropa,59715
106,55,Femenino,147187,37,7,27,Electrónica,94167
107,19,Otro,37993,59,6,30,Deportes,8738
108,65,Masculino,81753,72,9,21,Hogar,63363
109,57,Femenino,81695,90,8,44,Electrónica,1798
110,56,Femenino,40676,86,7,38,Hogar,62765
111,37,Masculino,111242,33,5,34,Deportes,75632
112,64,Masculino,87006,85,7,20,Ropa,93073
113,58,Masculino,82856,33,7,20,Alimentos,45072
114,32,Masculino,35514,4,5,36,Deportes,41544
115,64,Masculino,87595,11,5,21,Electrónica,6978
116,59,Masculino,125014,89,7,42,Hogar,45182
117,62,Masculino,128322,44,4,31,Electrónica,66891
118,62,Masculino,48693,36,9,44,Hogar,75567
119,33,Masculino,113154,75,8,46,Alimentos,89558
120,68,Femenino,78309,12,2,49,Ropa,84814
121,47,Femenino,112072,50,5,21,Alimentos,88419
122,43,Masculino,42855,66,6,23,Electrónica,13851
123,26,Otro,55515,29,9,37,Deportes,5057
124,30,Masculino,51454,94,8,17,Hogar,55335
125,66,Otro,69362,58,1,23,Ropa,96008
126,26,Femenino,69795,60,9,29,Electrónica,38937
127,58,Masculino,32860,90,5,18,Deportes,40505
128,40,Otro,81037,70,10,45,Electrónica,37075
129,67,Otro,40385,64,1,17,Deportes,95706
130,61,Femenino,131607,25,7,26,Ropa,71415
131,51,Masculino,42337,70,9,28,Deportes,91497
132,67,Femenino,116124,78,10,28,Hogar,1129
133,25,Otro,94016,85,8,49,Alimentos,76428
134,26,Masculino,62131,91,6,18,Deportes,7056
135,29,Femenino,100290,85,8,29,Ropa,48087
136,31,Masculino,145261,25,10,37,Deportes,3784
137,48,Masculino,81763,49,6,46,Deportes,17925
138,67,Femenino,120561,66,2,21,Ropa,7982
139,18,Femenino,99638,33,8,23,Alimentos,31627
140,18,Femenino,78097,84,3,26,Ropa,45334
141,23,Otro,67237,85,9,40,Electrónica,67302
142,37,Masculino,61695,13,5,45,Hogar,1849
143,55,Otro,101084,73,9,24,Alimentos,62481
144,41,Femenino,82613,49,3,10,Hogar,42124
145,44,Otro,122987,29,10,25,Electrónica,89868
146,58,Otro,90389,17,5,12,Electrónica,85521
147,69,Masculino,90929,2,10,29,Electrónica,5187
148,47,Femenino,104517,91,2,6,Hogar,97941
149,34,Otro,79949,89,3,19,Alimentos,27334
150,54,Masculino,100745,29,6,42,Ropa,33515
151,55,Otro,138064,86,5,22,Electrónica,36875
152,45,Femenino,79721,20,1,1,Hogar,21541
153,43,Masculino,33030,61,8,40,Alimentos,71104
154,30,Otro,78653,43,4,2,Electrónica,93373
155,53,Otro,146312,58,2,32,Electrónica,88078
156,24,Femenino,103766,77,4,25,Hogar,66321
157,69,Femenino,51990,59,2,37,Ropa,76241
158,61,Otro,46738,36,3,26,Alimentos,3936
159,58,Otro,107818,70,5,24,Hogar,72218
160,36,Otro,83511,28,5,49,Hogar,36797
161,69,Femenino,117782,18,1,15,Deportes,76255
162,64,Otro,122472,75,1,17,Deportes,77133
163,45,Masculino,76259,72,5,41,Deportes,22888
164,60,Otro,98771,37,8,42,Deportes,52037
165,64,Otro,96494,10,4,47,Hogar,18445
166,41,Femenino,48155,19,10,36,Alimentos,56665
167,18,Otro,46707,61,10,16,Ropa,186
168,36,Otro,87275,82,9,2,Ropa,1452
169,51,Femenino,58930,95,5,33,Deportes,11509
170,37,Masculino,33987,60,8,39,Alimentos,9751
171,21,Masculino,140801,13,3,43,Hogar,8288
172,19,Masculino,98446,25,4,34,Alimentos,69659
173,56,Femenino,111754,96,8,38,Hogar,63106
174,47,Otro,66932,89,5,9,Hogar,86166
175,33,Femenino,81766,86,1,16,Deportes,16011
176,34,Masculino,79572,62,2,24,Deportes,84315
177,65,Otro,123680,30,2,35,Electrónica,21874
178,67,Femenino,130300,75,5,27,Electrónica,9432
179,45,Femenino,102050,57,8,39,Alimentos,26393
180,48,Masculino,121325,30,3,35,Hogar,62436
181,49,Masculino,76202,83,3,6,Alimentos,20879
182,40,Masculino,136323,36,6,25,Electrónica,62528
183,43,Femenino,32512,95,4,49,Hogar,22339
184,27,Masculino,63313,8,10,42,Alimentos,3501
185,41,Femenino,104337,91,6,27,Hogar,40163
186,40,Otro,124138,84,10,41,Alimentos,42662
187,35,Masculino,137307,32,6,24,Electrónica,11127
188,55,Masculino,77060,14,2,16,Deportes,28679
189,45,Masculino,108335,62,1,35,Electrónica,94093
190,41,Otro,59408,68,1,16,Electrónica,50416
191,35,Masculino,100208,80,2,27,Electrónica,2373
192,63,Otro,109506,48,10,50,Electrónica,2685
193,69,Femenino,39509,10,6,27,Alimentos,37766
194,69,Masculino,74519,95,10,42,Ropa,93151
195,67,Otro,31806,79,8,13,Electrónica,26107
196,48,Masculino,108550,5,6,35,Hogar,41005
197,34,Femenino,56125,66,10,26,Hogar,61066
198,39,Masculino,116566,76,9,21,Alimentos,3238
199,45,Femenino,82014,30,10,15,Alimentos,8191
200,63,Femenino,113240,47,9,22,Ropa,27996
201,45,Masculino,111788,28,9,49,Alimentos,62843
202,25,Masculino,30570,16,8,44,Deportes,97109
203,66,Otro,106631,41,6,9,Hogar,35446
204,49,Masculino,100258,53,6,27,Hogar,43643
205,27,Masculino,132541,78,8,42,Electrónica,82501
206,34,Masculino,97962,18,3,19,Electrónica,94773
207,58,Masculino,48714,75,10,40,Deportes,32491
208,59,Femenino,70050,62,3,10,Ropa,4953
209,60,Femenino,124416,24,5,39,Hogar,54404
210,47,Otro,93783,24,10,3,Electrónica,40656
211,40,Femenino,83445,89,7,11,Ropa,35635
212,18,Otro,54421,20,1,41,Hogar,21595
213,47,Femenino,121498,29,9,28,Deportes,70637
214,33,Masculino,84883,43,2,49,Hogar,95603
215,69,Otro,127086,93,4,45,Electrónica,3399
216,26,Otro,133538,27,5,46,Electrónica,76108
217,46,Femenino,82034,19,2,45,Deportes,63593
218,55,Femenino,147024,24,9,16,Electrónica,16979
219,57,Masculino,33009,82,9,24,Ropa,56364
220,69,Masculino,142216,90,7,29,Electrónica,55973
221,62,Masculino,82623,51,8,37,Ropa,15514
222,67,Otro,64134,3,2,26,Ropa,86818
223,53,Femenino,146546,12,6,45,Deportes,91502
224,51,Femenino,33665,12,2,2,Alimentos,13907
225,54,Femenino,92156,18,7,14,Electrónica,23887
226,19,Femenino,51355,48,8,28,Hogar,27821
227,65,Masculino,89274,71,10,34,Electrónica,84045
228,53,Masculino,57651,27,7,16,Hogar,34562
229,19,Otro,52470,90,5,35,Alimentos,51599
230,56,Masculino,31154,40,4,25,Electrónica,19754
231,24,Femenino,147572,44,7,45,Electrónica,20427
232,66,Masculino,144573,41,7,24,Alimentos,666
233,41,Femenino,88312,22,6,31,Alimentos,21253
234,29,Femenino,96066,45,7,24,Deportes,47936
235,19,Femenino,41542,21,1,22,Alimentos,13288
236,42,Otro,66495,79,9,31,Deportes,53766
237,62,Otro,52480,22,3,14,Electrónica,82142
238,64,Otro,148368,19,4,23,Alimentos,94932
239,64,Femenino,124599,41,9,41,Alimentos,92418
240,44,Femenino,121975,33,6,27,Alimentos,64096
241,41,Femenino,41748,50,8,5,Deportes,3516
242,31,Femenino,125501,74,3,18,Electrónica,94776
243,25,Otro,109583,6,4,30,Electrónica,92364
244,47,Femenino,108356,84,6,19,Hogar,911
245,28,Otro,134414,19,5,15,Hogar,92201
246,44,Masculino,83880,31,6,32,Electrónica,46442
247,54,Otro,48896,28,9,25,Deportes,24479
248,28,Otro,48383,57,8,35,Deportes,1797
249,54,Femenino,134743,98,9,42,Deportes,89421
250,47,Masculino,91491,52,5,10,Hogar,2143
251,43,Masculino,89688,27,10,30,Electrónica,22364
252,25,Otro,105185,70,2,37,Alimentos,55623
253,49,Otro,129014,25,7,21,Alimentos,27152
254,66,Otro,112847,98,9,44,Hogar,82744
255,27,Otro,139589,69,8,22,Ropa,15058
256,46,Otro,38785,55,9,22,Ropa,48625
257,26,Masculino,134203,19,3,28,Deportes,93564
258,37,Otro,86856,74,3,10,Electrónica,62429
259,68,Masculino,49725,59,2,35,Alimentos,1236
260,39,Femenino,56381,82,6,19,Deportes,7596
261,39,Otro,117432,96,7,41,Deportes,2544
262,60,Otro,45827,18,2,47,Electrónica,59966
263,64,Otro,115366,68,9,28,Electrónica,93488
264,57,Femenino,31451,75,3,8,Electrónica,61179
265,63,Masculino,142287,77,10,44,Ropa,78529
266,53,Femenino,84616,68,10,8,Hogar,54331
267,57,Femenino,114972,42,9,12,Hogar,99974
268,23,Femenino,101024,29,3,41,Alimentos,48485
269,33,Femenino,118116,100,9,48,Deportes,219
270,28,Femenino,49020,75,9,49,Electrónica,10903
271,69,Masculino,47458,14,2,10,Alimentos,87432
272,52,Femenino,104033,6,5,15,Ropa,19231
273,47,Femenino,84117,74,9,17,Hogar,88608
274,60,Femenino,107232,68,4,48,Ropa,7308
275,22,Femenino,128623,88,5,20,Ropa,60957
276,39,Femenino,39931,43,1,28,Alimentos,26136
277,53,Femenino,94392,38,5,11,Ropa,99724
278,63,Masculino,48225,24,6,14,Ropa,76405
279,47,Femenino,95656,63,2,30,Electrónica,63419
280,53,Femenino,61826,96,1,14,Ropa,577
281,61,Femenino,47689,46,4,42,Hogar,80244
282,34,Masculino,68250,9,10,26,Ropa,83506
283,33,Masculino,113187,27,9,46,Electrónica,8863
284,43,Masculino,77006,27,3,36,Electrónica,22398
285,63,Femenino,121652,20,1,26,Deportes,16958
286,51,Masculino,124670,66,2,43,Ropa,1848
287,31,Masculino,119460,69,2,22,Ropa,48621
288,56,Masculino,117922,69,2,41,Hogar,9883
289,38,Masculino,84577,70,7,27,Deportes,63128
290,43,Masculino,64136,61,1,19,Electrónica,68092
291,45,Femenino,57845,32,6,41,Ropa,93434
292,62,Femenino,38250,63,5,22,Hogar,72393
293,45,Femenino,54819,72,3,47,Deportes,55344
294,47,Femenino,89077,43,1,35,Ropa,54785
295,18,Femenino,135713,79,7,18,Electrónica,87112
296,56,Femenino,129611,23,3,48,Deportes,9885
297,40,Masculino,97995,47,4,9,Deportes,10135
298,39,Masculino,132488,40,5,37,Deportes,8216
299,59,Masculino,36383,5,6,31,Alimentos,8277
300,55,Femenino,144624,38,2,23,Alimentos,65226
301,52,Femenino,106147,2,6,19,Alimentos,41265
302,50,Femenino,130668,39,5,25,Hogar,6981
303,59,Femenino,57745,33,7,42,Electrónica,49287
304,50,Femenino,78296,93,9,47,Electrónica,55916
305,32,Masculino,39407,50,6,13,Deportes,84422
306,48,Masculino,39407,82,5,27,Deportes,46307
307,26,Femenino,135530,81,2,12,Hogar,12635
308,54,Femenino,76995,14,3,46,Electrónica,68509
309,64,Femenino,96182,44,4,8,Alimentos,50931
310,50,Masculino,100320,45,7,29,Deportes,13939
311,53,Masculino,138922,45,5,22,Electrónica,15406
312,30,Masculino,143200,38,8,30,Deportes,68443
313,69,Femenino,35218,47,4,33,Electrónica,31549
314,44,Masculino,141748,55,2,50,Alimentos,89757
315,68,Femenino,62971,27,8,17,Electrónica,8545
316,20,Femenino,57260,47,2,49,Electrónica,5067
317,18,Femenino,92363,84,1,10,Electrónica,53974
318,23,Femenino,84664,45,5,12,Electrónica,59272
319,61,Masculino,47790,67,9,5,Hogar,71429
320,34,Masculino,31668,43,5,40,Ropa,11701
321,43,Femenino,78858,4,3,38,Deportes,26119
322,46,Masculino,126553,16,2,22,Hogar,8556
323,55,Masculino,80006,44,2,49,Ropa,72751
324,30,Masculino,119162,15,9,38,Hogar,93785
325,41,Masculino,71410,69,1,32,Hogar,45667
326,59,Masculino,49020,100,2,42,Alimentos,58818
327,50,Masculino,36022,11,6,49,Ropa,80159
328,41,Femenino,64634,55,9,44,Alimentos,48807
329,68,Masculino,76921,79,1,23,Alimentos,12202
330,28,Masculino,51087,60,4,42,Alimentos,6831
331,30,Masculino,90651,88,9,37,Alimentos,55541
332,38,Masculino,50518,70,1,38,Deportes,81609
333,21,Masculino,126598,14,3,1,Deportes,50598
334,58,Masculino,99475,27,9,9,Alimentos,24939
335,60,Masculino,145308,83,3,31,Alimentos,5326
336,40,Masculino,107488,96,7,16,Alimentos,8436
337,58,Masculino,60768,88,2,38,Alimentos,6752
338,42,Masculino,115381,70,7,33,Hogar,59252
339,28,Femenino,111697,92,9,50,Deportes,20558
340,48,Masculino,30374,28,7,34,Alimentos,46378
341,31,Masculino,35406,45,10,9,Electrónica,63702
342,69,Femenino,71688,69,4,25,Ropa,53223
343,32,Masculino,48445,91,8,27,Hogar,26517
344,41,Masculino,136928,42,5,33,Hogar,23972
345,33,Masculino,112118,27,10,9,Ropa,53528
346,62,Femenino,114587,14,7,11,Electrónica,2672
347,38,Femenino,42378,36,5,20,Deportes,27977
348,39,Femenino,136141,58,6,30,Hogar,21156
349,44,Masculino,32030,38,2,19,Deportes,91215
350,56,Femenino,148694,44,7,13,Electrónica,3265
351,68,Masculino,122661,16,4,48,Alimentos,8544
352,47,Femenino,54571,57,4,2,Electrónica,1383
353,61,Masculino,120516,100,10,47,Hogar,47552
354,63,Masculino,37003,57,4,25,Deportes,85768
355,38,Masculino,81837,68,5,6,Deportes,34935
356,32,Masculino,94627,88,9,30,Ropa,70394
357,49,Masculino,103191,34,5,41,Ropa,25363
358,57,Masculino,137205,18,1,21,Electrónica,86212
359,50,Masculino,85888,19,2,25,Alimentos,91052
360,38,Masculino,40590,91,7,27,Electrónica,61764
361,28,Femenino,130938,98,5,37,Electrónica,61209
362,21,Masculino,107934,32,5,38,Hogar,53318
363,26,Masculino,149741,51,4,37,Hogar,68536
364,63,Masculino,145117,66,7,12,Deportes,97102
365,21,Masculino,90000,42,4,23,Hogar,27815
366,19,Masculino,105019,84,8,32,Ropa,7353
367,65,Femenino,65576,91,5,12,Ropa,78255
368,53,Femenino,130474,74,10,39,Hogar,21792
369,63,Masculino,77411,20,2,37,Deportes,64838
370,23,Femenino,30751,99,9,26,Electrónica,6969
371,20,Masculino,87520,93,4,3,Alimentos,45987
372,39,Femenino,53805,71,5,16,Deportes,37203
373,30,Masculino,80320,91,1,31,Electrónica,93097
374,64,Masculino,84380,69,10,28,Deportes,21208
375,33,Femenino,58367,11,4,29,Alimentos,82687
376,25,Femenino,56110,36,5,42,Electrónica,38997
377,46,Masculino,123037,100,1,9,Hogar,61774
378,45,Femenino,110174,87,5,32,Hogar,38815
379,41,Femenino,30074,95,8,19,Ropa,7882
380,59,Masculino,140349,75,2,6,Deportes,38364
381,67,Femenino,104036,56,10,37,Deportes,99898
382,68,Masculino,93926,45,5,22,Electrónica,1914
383,65,Masculino,124796,4,5,38,Deportes,24796
384,46,Masculino,120914,1,1,41,Hogar,3299
385,38,Masculino,78829,73,7,20,Deportes,66525
386,69,Masculino,105810,57,6,28,Alimentos,98594
387,51,Femenino,105658,49,9,9,Electrónica,78555
388,25,Femenino,100053,6,5,33,Electrónica,83257
389,34,Masculino,118622,99,4,47,Deportes,12221
390,37,Masculino,65343,89,3,2,Electrónica,66823
391,67,Femenino,101759,57,3,19,Deportes,67051
392,28,Masculino,59278,60,2,8,Hogar,36241
393,55,Femenino,127542,79,8,12,Ropa,6326
394,69,Femenino,74331,83,9,11,Ropa,34163
395,69,Femenino,119075,40,8,44,Hogar,86672
396,54,Masculino,87418,21,2,27,Alimentos,84676
397,23,Masculino,37713,11,8,31,Electrónica,48124
398,48,Masculino,36282,14,10,3,Deportes,21043
399,19,Femenino,69790,3,9,38,Alimentos,59663
400,41,Femenino,147962,90,2,9,Ropa,68861
401,32,Masculino,86268,96,3,21,Electrónica,64336
402,63,Masculino,149062,66,9,7,Ropa,44111
403,40,Otro,127948,29,6,26,Alimentos,14478
404,36,Masculino,30121,39,10,16,Alimentos,23308
405,21,Masculino,42889,12,2,20,Hogar,78992
406,29,Otro,141369,42,10,16,Hogar,86254
407,24,Otro,119844,78,4,6,Alimentos,57231
408,40,Otro,135305,54,8,29,Ropa,8316
409,63,Femenino,70967,59,6,10,Hogar,95405
410,20,Femenino,98213,12,5,37,Hogar,90224
411,43,Femenino,89856,96,3,2,Ropa,11447
412,61,Masculino,80988,34,8,14,Ropa,93786
413,19,Femenino,105731,9,7,10,Hogar,42108
414,69,Femenino,117737,6,4,9,Alimentos,87751
415,57,Masculino,52164,53,3,36,Alimentos,71084
416,38,Masculino,51327,62,5,24,Deportes,64543
417,52,Masculino,101105,11,9,2,Hogar,71472
418,51,Femenino,97565,48,10,31,Ropa,6569
419,64,Masculino,71594,40,4,42,Ropa,48773
420,46,Masculino,60671,57,5,48,Hogar,81769
421,46,Femenino,90871,56,4,39,Ropa,59297
422,56,Masculino,36843,46,7,12,Hogar,2215
423,62,Femenino,96260,30,6,45,Electrónica,15913
424,56,Masculino,134502,46,5,5,Alimentos,39449
425,41,Masculino,67039,100,1,36,Electrónica,17868
426,40,Masculino,142251,90,10,14,Electrónica,86652
427,47,Femenino,49336,11,10,11,Deportes,87717
428,54,Masculino,90780,24,3,46,Alimentos,82465
429,20,Masculino,49308,29,6,19,Electrónica,35164
430,64,Masculino,124369,74,2,3,Hogar,2754
431,40,Masculino,99618,80,4,22,Alimentos,1504
432,29,Femenino,133291,52,4,42,Ropa,91628
433,44,Femenino,100832,90,8,39,Electrónica,769
434,57,Masculino,60668,66,6,28,Electrónica,9846
435,32,Femenino,69782,76,1,9,Hogar,80328
436,52,Masculino,136827,87,5,20,Deportes,32229
437,48,Masculino,51565,44,5,20,Alimentos,55248
438,47,Femenino,95033,25,3,35,Electrónica,27338
439,63,Femenino,118402,74,3,12,Deportes,82804
440,23,Femenino,130546,71,9,36,Deportes,79933
441,46,Masculino,68970,50,9,46,Ropa,39235
442,26,Femenino,84460,45,1,33,Ropa,21967
443,47,Masculino,138199,79,10,43,Electrónica,17138
444,62,Masculino,59481,30,4,35,Ropa,121
445,62,Femenino,75974,68,4,46,Alimentos,18009
446,53,Masculino,56570,29,7,37,Electrónica,43265
447,27,Masculino,68689,83,8,33,Alimentos,78258
448,31,Femenino,46106,72,7,2,Deportes,5982
449,50,Masculino,46524,1,4,7,Hogar,37162
450,48,Masculino,60382,13,3,27,Electrónica,69459
451,24,Masculino,147555,65,4,28,Alimentos,43484
452,45,Femenino,93800,33,10,32,Deportes,39145
453,30,Masculino,35565,83,8,17,Electrónica,23879
454,27,Masculino,143992,31,2,32,Hogar,9941
455,28,Masculino,126571,82,10,8,Electrónica,2612
456,61,Masculino,57851,46,3,5,Ropa,60429
457,30,Masculino,120083,47,1,49,Electrónica,44312
458,62,Masculino,32827,69,8,2,Alimentos,46837
459,30,Masculino,100399,96,2,5,Ropa,70564
460,55,Femenino,105647,94,1,14,Deportes,73791
461,41,Masculino,141605,100,4,20,Hogar,69302
462,57,Femenino,46563,86,4,24,Electrónica,80046
463,53,Masculino,37569,18,8,50,Ropa,63492
464,65,Femenino,138529,87,10,14,Deportes,46161
465,54,Femenino,40858,48,6,20,Ropa,3488
466,69,Masculino,143640,14,8,2,Ropa,38739
467,25,Masculino,99668,1,1,50,Alimentos,93786
468,54,Masculino,32276,73,2,44,Ropa,55458
469,32,Masculino,100736,84,10,32,Alimentos,86393
470,53,Masculino,139508,92,6,39,Ropa,17299
471,32,Masculino,38683,59,10,47,Alimentos,84685
472,35,Masculino,42390,27,3,41,Electrónica,78131
473,53,Femenino,104435,42,4,34,Hogar,79581
474,54,Femenino,111261,56,1,44,Alimentos,21609
475,36,Masculino,112674,12,7,35,Alimentos,59032
476,38,Masculino,144083,23,1,28,Alimentos,15815
477,42,Masculino,115342,19,4,47,Deportes,1369
478,48,Masculino,143424,24,3,22,Hogar,59494
479,58,Femenino,137836,19,9,21,Electrónica,17239
480,19,Femenino,35529,62,4,24,Ropa,17769
481,54,Masculino,105641,17,9,37,Deportes,17381
482,65,Masculino,120542,52,3,36,Ropa,7022
483,44,Femenino,43069,55,6,33,Alimentos,50134
484,40,Masculino,61052,44,4,17,Alimentos,13519
485,65,Masculino,39113,85,9,42,Hogar,96487
486,66,Masculino,91672,71,5,9,Ropa,104
487,22,Femenino,104781,64,8,38,Hogar,15148
488,47,Masculino,124597,67,9,8,Ropa,88533
489,26,Femenino,96845,19,1,5,Hogar,15489
490,19,Femenino,113254,38,5,35,Ropa,6335
491,22,Femenino,46900,70,1,24,Alimentos,32546
492,39,Masculino,84725,100,8,49,Deportes,90607
493,51,Femenino,120616,71,1,16,Ropa,54203
494,35,Masculino,141134,24,4,48,Deportes,64961
495,59,Masculino,140809,45,5,45,Deportes,9175
496,33,Femenino,65486,76,2,11,Deportes,30205
497,56,Masculino,145254,48,6,43,Deportes,42232
498,54,Femenino,43308,56,5,50,Electrónica,66792
499,25,Masculino,33065,61,7,40,Alimentos,31798
500,47,Masculino,69168,16,7,42,Ropa,63896
501,42,Masculino,129999,73,5,2,Ropa,94297
502,61,Femenino,41730,2,9,20,Electrónica,17764
503,22,Masculino,75626,52,7,34,Electrónica,15467
504,18,Masculino,142641,40,7,31,Electrónica,24064
505,22,Masculino,53863,96,10,41,Electrónica,49164
506,66,Masculino,149505,79,4,8,Deportes,33495
507,58,Masculino,132215,91,8,6,Deportes,27571
508,48,Masculino,72108,85,8,13,Deportes,48658
509,68,Masculino,113760,64,2,37,Deportes,46262
510,19,Masculino,111238,7,2,30,Deportes,81337
511,24,Masculino,109039,71,9,41,Deportes,60618
512,33,Masculino,132968,49,10,45,Deportes,64153
513,19,Masculino,82506,10,5,41,Deportes,40632
514,69,Femenino,58668,40,2,15,Hogar,62635
515,28,Masculino,66961,8,10,22,Alimentos,17982
516,32,Masculino,137280,95,6,3,Electrónica,3172
517,18,Masculino,112021,9,3,11,Alimentos,58837
518,45,Femenino,110280,85,4,21,Alimentos,94407
519,45,Femenino,67753,64,4,48,Deportes,92669
520,38,Masculino,54918,1,6,6,Electrónica,97926
521,69,Masculino,78534,100,2,9,Hogar,7503
522,29,Femenino,51471,96,3,13,Hogar,66821
523,32,Femenino,58144,4,5,16,Electrónica,92337
524,47,Masculino,100338,13,9,40,Electrónica,4865
525,33,Femenino,90232,19,2,8,Ropa,25508
526,52,Masculino,133701,64,1,34,Ropa,53425
527,62,Femenino,117704,37,3,48,Deportes,11211
528,23,Femenino,144577,75,1,9,Ropa,82602
